gene_id	protein_id	reference_accession	gene_symbol	identity(%)	coverage(%)	bit_score	evalue
LOC135207563	XP_064095466.1	NP_000001.3	A1BG	43.75	14.00	-	-
LOC135207564	XP_064095467.1	NP_001018081.3	AAAS	22.58	14.00	-	-
LOC135207564	XP_064095468.1	NP_001018081.3	AAAS	22.58	14.00	-	-
LOC135207564	XP_064095469.1	NP_001018081.3	AAAS	22.58	14.00	-	-
LOC135207565	XP_064095470.1	NP_000001.3	A1BG	29.17	7.00	-	-
LOC135207566	XP_064095471.1	NP_001018081.3	AAAS	22.58	10.00	-	-
LOC135207566	XP_064095472.1	NP_001018081.3	AAAS	22.58	15.00	-	-
LOC135207567	XP_064095473.1	NP_001018081.3	AAAS	55.56	8.00	-	-
LOC135207567	XP_064095474.1	NP_001018081.3	AAAS	55.56	8.00	-	-
LOC135207567	XP_064095475.1	NP_001018081.3	AAAS	55.56	8.00	-	-
LOC135207569	XP_064095476.1	NP_001018081.3	AAAS	38.46	7.00	-	-
LOC135207570	XP_064095477.1	NP_000001.3	A1BG	43.75	2.00	-	-
LOC135207571	XP_064095478.1	NP_000005.2	A2MP1	40.00	15.00	-	-
LOC135207568	XP_064095479.1	NP_000005.2	A2MP1	33.33	7.00	-	-
LOC135207572	XP_064095480.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095481.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095482.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095483.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095484.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095485.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095486.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207572	XP_064095487.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207568	XP_064095488.1	NP_000005.2	A2MP1	33.33	7.00	-	-
LOC135207574	XP_064095489.1	NP_000002.2	A2M	66.67	2.00	-	-
LOC135207575	XP_064095490.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135207575	XP_064095491.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135207576	XP_064095492.1	NP_000014.2	AAK1	31.75	14.00	-	-
LOC135207576	XP_064095493.1	NP_000014.2	AAK1	31.75	14.00	-	-
LOC135207578	XP_064095495.1	NP_000002.2	A2M	42.10	12.00	-	-
LOC135207579	XP_064095496.1	NP_000014.2	AAK1	45.45	9.00	-	-
LOC135207581	XP_064095497.1	NP_000002.2	A2M	63.64	2.00	-	-
LOC135207581	XP_064095498.1	NP_000002.2	A2M	63.64	2.00	-	-
LOC135207581	XP_064095499.1	NP_000002.2	A2M	63.64	2.00	-	-
LOC135207581	XP_064095500.1	NP_000002.2	A2M	63.64	2.00	-	-
LOC135207580	XP_064095501.1	NP_001018081.3	AAAS	46.15	14.00	-	-
LOC135207581	XP_064095502.1	NP_000002.2	A2M	63.64	2.00	-	-
LOC135207582	XP_064095503.1	NP_001018081.3	AAAS	24.00	7.00	-	-
LOC135207583	XP_064095504.1	NP_000014.2	AAK1	46.15	6.00	-	-
LOC135207583	XP_064095505.1	NP_000014.2	AAK1	46.15	11.00	-	-
LOC135207584	XP_064095506.1	NP_001018081.3	AAAS	100.00	2.00	-	-
LOC135207584	XP_064095507.1	NP_001018081.3	AAAS	100.00	2.00	-	-
LOC135207584	XP_064095508.1	NP_001018081.3	AAAS	100.00	2.00	-	-
LOC135207585	XP_064095509.1	NP_000014.2	AAK1	46.15	9.00	-	-
LOC135207585	XP_064095510.1	NP_000014.2	AAK1	46.15	9.00	-	-
LOC135207587	XP_064095511.1	NP_000014.2	AAK1	45.45	11.00	-	-
LOC135207588	XP_064095512.1	NP_000005.2	A2MP1	30.19	12.00	-	-
LOC135207586	XP_064095513.1	NP_001018081.3	AAAS	30.23	13.00	-	-
LOC135207590	XP_064095514.1	NP_001018081.3	AAAS	24.00	7.00	-	-
LOC135207592	XP_064095515.1	NP_000001.3	A1BG	85.71	3.00	-	-
LOC135207594	XP_064095516.1	NP_000001.3	A1BG	27.27	5.00	-	-
LOC135207594	XP_064095517.1	NP_000001.3	A1BG	27.27	5.00	-	-
LOC135207594	XP_064095518.1	NP_000001.3	A1BG	27.27	5.00	-	-
LOC135207594	XP_064095519.1	NP_000001.3	A1BG	27.27	5.00	-	-
LOC135207594	XP_064095520.1	NP_000001.3	A1BG	27.27	5.00	-	-
LOC135207586	XP_064095521.1	NP_001018081.3	AAAS	30.23	18.00	-	-
LOC135207594	XP_064095522.1	NP_001018081.3	AAAS	50.00	2.00	-	-
LOC135207596	XP_064095523.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095524.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095525.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095526.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095527.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095528.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095529.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095530.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095531.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095532.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095533.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095534.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095535.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095536.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095537.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095538.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095539.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207596	XP_064095540.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135207598	XP_064095541.1	NP_000014.2	AAK1	50.00	4.00	-	-
LOC135207599	XP_064095542.1	NP_000002.2	A2M	45.45	7.00	-	-
LOC135207600	XP_064095543.1	NP_000014.2	AAK1	50.00	4.00	-	-
LOC135207603	XP_064095544.1	NP_000014.2	AAK1	50.00	10.00	-	-
LOC135207605	XP_064095545.1	NP_000002.2	A2M	46.15	3.00	-	-
LOC135207607	XP_064095546.1	NP_000014.2	AAK1	34.15	15.00	-	-
LOC135207610	XP_064095547.1	NP_000014.2	AAK1	20.90	6.00	-	-
LOC135207615	XP_064095548.1	NP_001018081.3	AAAS	100.00	2.00	-	-
LOC135207617	XP_064095549.1	NP_000001.3	A1BG	66.67	1.00	-	-
LOC135207620	XP_064095552.1	NP_000005.2	A2MP1	42.86	7.00	-	-
LOC135207621	XP_064095553.1	NP_000001.3	A1BG	45.00	7.00	-	-
LOC135207622	XP_064095554.1	NP_000001.3	A1BG	57.14	3.00	-	-
LOC135207624	XP_064095555.1	NP_001018081.3	AAAS	35.00	11.00	-	-
LOC135207625	XP_064095556.1	NP_000005.2	A2MP1	50.00	4.00	-	-
LOC135207626	XP_064095557.1	NP_000014.2	AAK1	40.00	2.00	-	-
LOC135207623	XP_064095558.1	NP_000005.2	A2MP1	47.62	2.00	-	-
LOC135207627	XP_064095559.1	NP_000005.2	A2MP1	23.53	19.00	-	-
LOC135207629	XP_064095561.1	NP_000005.2	A2MP1	33.33	8.00	-	-
LOC135207633	XP_064095563.1	NP_000014.2	AAK1	34.09	21.00	-	-
LOC135207623	XP_064095564.1	NP_000005.2	A2MP1	47.62	2.00	-	-
LOC135207633	XP_064095565.1	NP_000014.2	AAK1	34.09	21.00	-	-
LOC135207633	XP_064095566.1	NP_000014.2	AAK1	34.09	21.00	-	-
LOC135207635	XP_064095567.1	NP_000002.2	A2M	50.00	6.00	-	-
LOC135207636	XP_064095568.1	NP_000005.2	A2MP1	50.00	10.00	-	-
LOC135207637	XP_064095569.1	NP_000014.2	AAK1	50.00	9.00	-	-
LOC135207638	XP_064095570.1	NP_000001.3	A1BG	55.56	11.00	-	-
LOC135207623	XP_064095571.1	NP_000005.2	A2MP1	47.62	2.00	-	-
LOC135207639	XP_064095572.1	NP_000001.3	A1BG	80.00	2.00	-	-
LOC135207643	XP_064095573.1	NP_000002.2	A2M	23.53	26.00	-	-
LOC135207650	XP_064095574.1	NP_000001.3	A1BG	24.39	19.00	-	-
LOC135207643	XP_064095575.1	NP_000002.2	A2M	23.53	26.00	-	-
LOC135207657	XP_064095576.1	NP_000002.2	A2M	60.00	13.00	-	-
LOC135207660	XP_064095577.1	NP_000014.2	AAK1	80.00	4.00	-	-
LOC135207660	XP_064095578.1	NP_000014.2	AAK1	80.00	4.00	-	-
LOC135207643	XP_064095579.1	NP_000002.2	A2M	23.53	26.00	-	-
LOC135207663	XP_064095580.1	NP_000014.2	AAK1	26.19	28.00	-	-
LOC135207664	XP_064095581.1	NP_000014.2	AAK1	53.85	18.00	-	-
LOC135207671	XP_064095582.1	NP_000014.2	AAK1	28.95	37.00	-	-
LOC135207672	XP_064095583.1	NP_000002.2	A2M	50.00	1.00	-	-
LOC135207672	XP_064095584.1	NP_000002.2	A2M	50.00	1.00	-	-
LOC135207672	XP_064095585.1	NP_000002.2	A2M	50.00	1.00	-	-
LOC135207670	XP_064095586.1	NP_000005.2	A2MP1	83.33	5.00	-	-
LOC135207674	XP_064095587.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207678	XP_064095589.1	NP_000014.2	AAK1	30.23	19.00	-	-
LOC135207679	XP_064095590.1	NP_000002.2	A2M	46.15	6.00	-	-
LOC135207681	XP_064095591.1	NP_000014.2	AAK1	37.04	24.00	-	-
LOC135207684	XP_064095592.1	NP_000001.3	A1BG	45.45	2.00	-	-
LOC135207685	XP_064095594.1	NP_001018081.3	AAAS	22.73	13.00	-	-
LOC135207691	XP_064095596.1	NP_000001.3	A1BG	34.21	18.00	-	-
LOC135207696	XP_064095597.1	NP_000001.3	A1BG	30.30	10.00	-	-
LOC135207694	XP_064095598.1	NP_000001.3	A1BG	28.57	17.00	-	-
LOC135207698	XP_064095599.1	NP_000005.2	A2MP1	37.93	10.00	-	-
LOC135207699	XP_064095600.1	NP_000014.2	AAK1	80.00	13.00	-	-
LOC135207700	XP_064095601.1	NP_000002.2	A2M	40.91	14.00	-	-
LOC135207701	XP_064095602.1	NP_000005.2	A2MP1	30.77	28.00	-	-
LOC135207702	XP_064095603.1	NP_000002.2	A2M	27.27	33.00	-	-
LOC135207702	XP_064095604.1	NP_000002.2	A2M	27.27	33.00	-	-
LOC135207702	XP_064095605.1	NP_000002.2	A2M	27.27	33.00	-	-
LOC135207702	XP_064095606.1	NP_000002.2	A2M	27.27	33.00	-	-
LOC135207704	XP_064095607.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135207705	XP_064095608.1	NP_000001.3	A1BG	45.45	7.00	-	-
LOC135207703	XP_064095609.1	NP_000001.3	A1BG	43.75	9.00	-	-
LOC135207707	XP_064095610.1	NP_000001.3	A1BG	36.84	21.00	-	-
LOC135207707	XP_064095611.1	NP_000001.3	A1BG	34.21	21.00	-	-
LOC135207708	XP_064095612.1	NP_000001.3	A1BG	36.84	24.00	-	-
LOC135207709	XP_064095613.1	NP_000001.3	A1BG	36.84	22.00	-	-
LOC135207710	XP_064095614.1	NP_001018081.3	AAAS	36.36	6.00	-	-
LOC135207710	XP_064095615.1	NP_001018081.3	AAAS	36.36	6.00	-	-
LOC135207711	XP_064095616.1	NP_000001.3	A1BG	42.86	5.00	-	-
LOC135207703	XP_064095618.1	NP_000001.3	A1BG	43.75	10.00	-	-
LOC135207713	XP_064095619.1	NP_000001.3	A1BG	45.45	7.00	-	-
LOC135207719	XP_064095620.1	NP_000014.2	AAK1	21.88	8.00	-	-
LOC135207720	XP_064095621.1	NP_000005.2	A2MP1	26.32	9.00	-	-
LOC135207721	XP_064095623.1	NP_000001.3	A1BG	28.57	8.00	-	-
LOC135207726	XP_064095624.1	NP_000002.2	A2M	50.00	12.00	-	-
LOC135207728	XP_064095625.1	NP_001018081.3	AAAS	42.86	37.00	-	-
LOC135207729	XP_064095626.1	NP_000002.2	A2M	30.77	7.00	-	-
LOC135207730	XP_064095627.1	NP_000002.2	A2M	28.57	10.00	-	-
LOC135207731	XP_064095628.1	NP_000002.2	A2M	20.00	20.00	-	-
LOC135207732	XP_064095629.1	NP_000002.2	A2M	32.14	14.00	-	-
LOC135207734	XP_064095630.1	NP_000001.3	A1BG	66.67	5.00	-	-
LOC135207736	XP_064095631.1	NP_000001.3	A1BG	100.00	1.00	-	-
LOC135207733	XP_064095632.1	NP_000002.2	A2M	31.25	18.00	-	-
LOC135207737	XP_064095633.1	NP_000005.2	A2MP1	66.67	2.00	-	-
LOC135207738	XP_064095634.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135207739	XP_064095635.1	NP_000001.3	A1BG	31.58	4.00	-	-
LOC135207740	XP_064095636.1	NP_000014.2	AAK1	29.73	25.00	-	-
LOC135207742	XP_064095638.1	NP_000014.2	AAK1	30.00	3.00	-	-
LOC135207743	XP_064095639.1	NP_000001.3	A1BG	28.00	14.00	-	-
LOC135207745	XP_064095640.1	NP_000001.3	A1BG	80.00	14.00	-	-
LOC135207746	XP_064095641.1	NP_000014.2	AAK1	46.03	21.00	-	-
LOC135207744	XP_064095642.1	NP_000014.2	AAK1	31.43	8.00	-	-
LOC135207748	XP_064095643.1	NP_000014.2	AAK1	52.94	4.00	-	-
LOC135207749	XP_064095644.1	NP_001018081.3	AAAS	33.33	1.00	-	-
LOC135207750	XP_064095645.1	NP_001018081.3	AAAS	26.32	18.00	-	-
LOC135207751	XP_064095646.1	NP_000014.2	AAK1	41.67	7.00	-	-
LOC135207752	XP_064095647.1	NP_000005.2	A2MP1	33.33	4.00	-	-
LOC135207744	XP_064095649.1	NP_000014.2	AAK1	31.43	8.00	-	-
LOC135207754	XP_064095650.1	NP_000001.3	A1BG	36.36	4.00	-	-
LOC135207755	XP_064095651.1	NP_001018081.3	AAAS	66.67	1.00	-	-
LOC135207756	XP_064095652.1	NP_001018081.3	AAAS	44.44	6.00	-	-
LOC135207757	XP_064095653.1	NP_000002.2	A2M	30.43	26.00	-	-
LOC135207758	XP_064095654.1	NP_000002.2	A2M	37.50	7.00	-	-
LOC135207759	XP_064095655.1	NP_001018081.3	AAAS	33.33	2.00	-	-
LOC135207760	XP_064095656.1	NP_000014.2	AAK1	24.32	7.00	-	-
LOC135207744	XP_064095657.1	NP_000014.2	AAK1	23.40	13.00	-	-
LOC135207762	XP_064095658.1	NP_000005.2	A2MP1	38.46	3.00	-	-
LOC135207763	XP_064095659.1	NP_000014.2	AAK1	71.43	18.00	-	-
LOC135207765	XP_064095660.1	NP_000001.3	A1BG	83.33	6.00	-	-
LOC135207767	XP_064095662.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135207768	XP_064095663.1	NP_000002.2	A2M	41.67	10.00	-	-
LOC135207770	XP_064095664.1	NP_000002.2	A2M	27.78	4.00	-	-
LOC135207771	XP_064095665.1	NP_000005.2	A2MP1	26.09	19.00	-	-
LOC135207772	XP_064095666.1	NP_000001.3	A1BG	75.00	5.00	-	-
LOC135207769	XP_064095667.1	NP_000001.3	A1BG	83.33	1.00	-	-
LOC135207774	XP_064095669.1	NP_000014.2	AAK1	28.57	13.00	-	-
LOC135207775	XP_064095670.1	NP_000002.2	A2M	28.57	9.00	-	-
LOC135207776	XP_064095671.1	NP_000005.2	A2MP1	80.00	12.00	-	-
LOC135207777	XP_064095672.1	NP_000001.3	A1BG	41.67	3.00	-	-
LOC135207778	XP_064095673.1	NP_000001.3	A1BG	57.14	12.00	-	-
LOC135207779	XP_064095674.1	NP_000002.2	A2M	25.00	11.00	-	-
LOC135207781	XP_064095675.1	NP_000002.2	A2M	22.77	19.00	-	-
LOC135207782	XP_064095676.1	NP_000005.2	A2MP1	57.14	9.00	-	-
LOC135207780	XP_064095677.1	NP_000001.3	A1BG	25.00	21.00	-	-
LOC135207783	XP_064095678.1	NP_000014.2	AAK1	24.00	16.00	-	-
LOC135207784	XP_064095679.1	NP_000014.2	AAK1	24.53	17.00	-	-
LOC135207785	XP_064095680.1	NP_000001.3	A1BG	44.44	4.00	-	-
LOC135207786	XP_064095681.1	NP_000001.3	A1BG	27.91	32.00	-	-
LOC135207787	XP_064095682.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135207788	XP_064095683.1	NP_000002.2	A2M	23.33	18.00	-	-
LOC135207790	XP_064095684.1	NP_000014.2	AAK1	42.86	24.00	-	-
LOC135207791	XP_064095685.1	NP_000001.3	A1BG	35.00	15.00	-	-
LOC135207792	XP_064095686.1	NP_000001.3	A1BG	66.67	2.00	-	-
LOC135207789	XP_064095687.1	NP_000002.2	A2M	54.55	12.00	-	-
LOC135207794	XP_064095688.1	NP_000005.2	A2MP1	57.14	14.00	-	-
LOC135207795	XP_064095689.1	NP_000002.2	A2M	38.09	30.00	-	-
LOC135207797	XP_064095693.1	NP_000002.2	A2M	66.67	1.00	-	-
LOC135207797	XP_064095694.1	NP_000002.2	A2M	66.67	1.00	-	-
LOC135207798	XP_064095695.1	NP_000005.2	A2MP1	28.57	13.00	-	-
LOC135207798	XP_064095696.1	NP_000005.2	A2MP1	28.57	15.00	-	-
LOC135207798	XP_064095697.1	NP_000005.2	A2MP1	28.57	15.00	-	-
LOC135207798	XP_064095698.1	NP_000005.2	A2MP1	28.57	15.00	-	-
LOC135207800	XP_064095699.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135207799	XP_064095700.1	NP_000001.3	A1BG	25.00	14.00	-	-
LOC135207800	XP_064095701.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135207800	XP_064095702.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135207800	XP_064095703.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135207800	XP_064095704.1	NP_000001.3	A1BG	33.33	4.00	-	-
LOC135207801	XP_064095705.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095706.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095707.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095708.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095709.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207799	XP_064095710.1	NP_000001.3	A1BG	25.00	14.00	-	-
LOC135207801	XP_064095711.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095712.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095713.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095714.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095715.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095716.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095717.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095718.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095719.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095720.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095721.1	NP_001018081.3	AAAS	25.00	2.00	-	-
LOC135207801	XP_064095722.1	NP_000014.2	AAK1	37.50	2.00	-	-
LOC135207801	XP_064095723.1	NP_000014.2	AAK1	44.44	3.00	-	-
LOC135207802	XP_064095726.1	NP_000001.3	A1BG	42.86	14.00	-	-
LOC135207801	XP_064095728.1	NP_000014.2	AAK1	66.67	3.00	-	-
LOC135207803	XP_064095729.1	NP_000001.3	A1BG	30.00	9.00	-	-
LOC135207803	XP_064095730.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135207803	XP_064095731.1	NP_000014.2	AAK1	38.46	15.00	-	-
LOC135207803	XP_064095732.1	NP_000014.2	AAK1	38.46	15.00	-	-
LOC135207804	XP_064095733.1	NP_000001.3	A1BG	61.54	15.00	-	-
LOC135207805	XP_064095734.1	NP_000001.3	A1BG	52.94	8.00	-	-
LOC135207809	XP_064095735.1	NP_000014.2	AAK1	54.55	7.00	-	-
LOC135207812	XP_064095739.1	NP_000014.2	AAK1	32.14	7.00	-	-
LOC135207813	XP_064095740.1	NP_000014.2	AAK1	46.15	4.00	-	-
LOC135207813	XP_064095741.1	NP_000014.2	AAK1	42.86	4.00	-	-
LOC135207814	XP_064095742.1	NP_000001.3	A1BG	66.67	8.00	-	-
LOC135207817	XP_064095743.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135207818	XP_064095744.1	NP_000001.3	A1BG	41.67	6.00	-	-
LOC135207815	XP_064095745.1	NP_000001.3	A1BG	66.67	2.00	-	-
LOC135207820	XP_064095746.1	NP_000002.2	A2M	62.50	3.00	-	-
LOC135207821	XP_064095747.1	NP_001018081.3	AAAS	36.36	3.00	-	-
LOC135207822	XP_064095748.1	NP_000014.2	AAK1	21.43	27.00	-	-
LOC135207823	XP_064095749.1	NP_000014.2	AAK1	21.43	27.00	-	-
LOC135207824	XP_064095750.1	NP_000001.3	A1BG	28.26	17.00	-	-
LOC135207825	XP_064095751.1	NP_000001.3	A1BG	61.54	3.00	-	-
LOC135207828	XP_064095752.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135207828	XP_064095753.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135207828	XP_064095754.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135207826	XP_064095755.1	NP_000014.2	AAK1	30.36	9.00	-	-
LOC135207829	XP_064095756.1	NP_000014.2	AAK1	71.43	6.00	-	-
LOC135207830	XP_064095757.1	NP_000014.2	AAK1	30.00	10.00	-	-
LOC135207831	XP_064095758.1	NP_000005.2	A2MP1	33.33	8.00	-	-
LOC135207832	XP_064095759.1	NP_000005.2	A2MP1	24.14	11.00	-	-
LOC135207833	XP_064095760.1	NP_000014.2	AAK1	36.67	15.00	-	-
LOC135207833	XP_064095761.1	NP_000014.2	AAK1	36.67	15.00	-	-
LOC135207834	XP_064095762.1	NP_000014.2	AAK1	36.67	15.00	-	-
LOC135207836	XP_064095763.1	NP_000014.2	AAK1	29.73	13.00	-	-
LOC135207837	XP_064095764.1	NP_000001.3	A1BG	33.33	16.00	-	-
LOC135207838	XP_064095765.1	NP_000014.2	AAK1	34.62	14.00	-	-
LOC135207835	XP_064095766.1	NP_000014.2	AAK1	29.17	10.00	-	-
LOC135207839	XP_064095767.1	NP_001018081.3	AAAS	30.43	9.00	-	-
LOC135207839	XP_064095768.1	NP_001018081.3	AAAS	30.43	9.00	-	-
LOC135207839	XP_064095769.1	NP_001018081.3	AAAS	30.43	9.00	-	-
LOC135207841	XP_064095771.1	NP_000002.2	A2M	50.00	4.00	-	-
LOC135207842	XP_064095772.1	NP_000005.2	A2MP1	35.29	4.00	-	-
LOC135207842	XP_064095773.1	NP_000005.2	A2MP1	35.29	4.00	-	-
LOC135207835	XP_064095774.1	NP_000014.2	AAK1	29.17	10.00	-	-
LOC135207846	XP_064095775.1	NP_000014.2	AAK1	33.33	10.00	-	-
LOC135207848	XP_064095776.1	NP_001018081.3	AAAS	35.29	8.00	-	-
LOC135207849	XP_064095777.1	NP_001018081.3	AAAS	42.86	8.00	-	-
LOC135207850	XP_064095778.1	NP_000001.3	A1BG	35.29	8.00	-	-
LOC135207851	XP_064095779.1	NP_000002.2	A2M	37.50	10.00	-	-
LOC135207835	XP_064095780.1	NP_000014.2	AAK1	29.17	11.00	-	-
LOC135207851	XP_064095781.1	NP_000002.2	A2M	37.50	10.00	-	-
LOC135207851	XP_064095782.1	NP_000002.2	A2M	37.50	10.00	-	-
LOC135207851	XP_064095783.1	NP_000002.2	A2M	37.50	10.00	-	-
LOC135207851	XP_064095784.1	NP_000002.2	A2M	37.50	8.00	-	-
LOC135207851	XP_064095785.1	NP_000002.2	A2M	37.50	5.00	-	-
LOC135207851	XP_064095786.1	NP_000002.2	A2M	37.50	4.00	-	-
LOC135207852	XP_064095787.1	NP_000001.3	A1BG	33.33	3.00	-	-
LOC135207852	XP_064095788.1	NP_000001.3	A1BG	33.33	3.00	-	-
LOC135207852	XP_064095789.1	NP_000001.3	A1BG	33.33	3.00	-	-
LOC135207852	XP_064095790.1	NP_000001.3	A1BG	33.33	3.00	-	-
LOC135207854	XP_064095791.1	NP_000005.2	A2MP1	41.67	2.00	-	-
LOC135207854	XP_064095792.1	NP_000005.2	A2MP1	41.67	2.00	-	-
LOC135207853	XP_064095793.1	NP_000014.2	AAK1	66.67	4.00	-	-
LOC135207856	XP_064095794.1	NP_000001.3	A1BG	50.00	6.00	-	-
LOC135207857	XP_064095795.1	NP_001018081.3	AAAS	42.86	19.00	-	-
LOC135207858	XP_064095796.1	NP_001018081.3	AAAS	35.29	3.00	-	-
LOC135207858	XP_064095797.1	NP_001018081.3	AAAS	33.33	4.00	-	-
LOC135207859	XP_064095798.1	NP_000001.3	A1BG	46.15	42.00	-	-
LOC135207860	XP_064095799.1	NP_000014.2	AAK1	39.13	5.00	-	-
LOC135207860	XP_064095800.1	NP_000014.2	AAK1	39.13	5.00	-	-
LOC135207860	XP_064095801.1	NP_000014.2	AAK1	37.04	6.00	-	-
LOC135207860	XP_064095802.1	NP_000014.2	AAK1	37.04	6.00	-	-
LOC135207860	XP_064095803.1	NP_000014.2	AAK1	37.04	6.00	-	-
LOC135207860	XP_064095804.1	NP_000014.2	AAK1	37.04	6.00	-	-
LOC135207860	XP_064095805.1	NP_000014.2	AAK1	37.04	6.00	-	-
LOC135207861	XP_064095806.1	NP_000001.3	A1BG	41.18	16.00	-	-
LOC135207860	XP_064095807.1	NP_000014.2	AAK1	39.13	6.00	-	-
LOC135207862	XP_064095808.1	NP_000002.2	A2M	25.00	3.00	-	-
LOC135207862	XP_064095809.1	NP_000002.2	A2M	25.00	3.00	-	-
LOC135207863	XP_064095810.1	NP_000014.2	AAK1	36.36	7.00	-	-
LOC135207863	XP_064095811.1	NP_000014.2	AAK1	36.36	7.00	-	-
LOC135207863	XP_064095812.1	NP_000014.2	AAK1	36.36	7.00	-	-
LOC135207863	XP_064095813.1	NP_000014.2	AAK1	36.36	8.00	-	-
LOC135207863	XP_064095814.1	NP_000001.3	A1BG	45.45	3.00	-	-
LOC135207866	XP_064095815.1	NP_000001.3	A1BG	46.15	8.00	-	-
LOC135207867	XP_064095816.1	NP_001018081.3	AAAS	55.56	2.00	-	-
LOC135207867	XP_064095817.1	NP_001018081.3	AAAS	55.56	2.00	-	-
LOC135207865	XP_064095818.1	NP_000001.3	A1BG	50.00	4.00	-	-
LOC135207868	XP_064095819.1	NP_000002.2	A2M	38.46	5.00	-	-
LOC135207868	XP_064095820.1	NP_000002.2	A2M	38.46	5.00	-	-
LOC135207868	XP_064095821.1	NP_000002.2	A2M	38.46	5.00	-	-
LOC135207868	XP_064095822.1	NP_000002.2	A2M	38.46	5.00	-	-
LOC135207868	XP_064095823.1	NP_000005.2	A2MP1	38.46	7.00	-	-
LOC135207868	XP_064095824.1	NP_000002.2	A2M	38.46	5.00	-	-
LOC135207869	XP_064095825.1	NP_000002.2	A2M	66.67	2.00	-	-
LOC135207869	XP_064095826.1	NP_000005.2	A2MP1	44.44	4.00	-	-
LOC135207870	XP_064095827.1	NP_000002.2	A2M	87.50	4.00	-	-
LOC135207865	XP_064095828.1	NP_000001.3	A1BG	50.00	4.00	-	-
