gene_id	protein_id	product	transcript_id
LOC135205791	XP_064093009.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X7	XM_064236939.1
LOC135205791	XP_064093002.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X3	XM_064236932.1
LOC135205791	XP_064093004.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X5	XM_064236934.1
LOC135205791	XP_064093000.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X1	XM_064236930.1
LOC135205791	XP_064093014.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X7	XM_064236944.1
LOC135205791	XP_064093003.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X4	XM_064236933.1
LOC135205791	XP_064093005.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X6	XM_064236935.1
LOC135205791	XP_064093010.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X7	XM_064236940.1
LOC135205791	XP_064093008.1	phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform X7	XM_064236938.1
LOC135205790	XP_064092999.1	uncharacterized protein LOC135205790	XM_064236929.1
LOC135205793	XP_064093015.1	palmitoyl-protein thioesterase 1-like	XM_064236945.1
LOC135205796	XP_064093020.1	LOW QUALITY PROTEIN: leptin receptor gene-related protein-like	XM_064236950.1
LOC135205794	XP_064093018.1	uncharacterized protein LOC135205794	XM_064236948.1
LOC135205794	XP_064093016.1	uncharacterized protein LOC135205794	XM_064236946.1
LOC135205794	XP_064093019.1	uncharacterized protein LOC135205794	XM_064236949.1
LOC135205590	XP_064092424.1	uncharacterized protein LOC135205590	XM_064236354.1
LOC135203529	XP_064089334.1	uncharacterized protein LOC135203529	XM_064233264.1
LOC135205797	XP_064093021.1	uncharacterized protein LOC135205797 isoform X1	XM_064236951.1
LOC135205797	XP_064093022.1	uncharacterized protein LOC135205797 isoform X2	XM_064236952.1
LOC135204263	XP_064090462.1	uncharacterized protein LOC135204263	XM_064234392.1
LOC135203540	XP_064089346.1	uncharacterized protein LOC135203540	XM_064233276.1
LOC135203547	XP_064089354.1	uncharacterized protein LOC135203547	XM_064233284.1
LOC135203555	XP_064089367.1	CCR4-NOT transcription complex subunit 1-like	XM_064233297.1
LOC135203563	XP_064089380.1	CCR4-NOT transcription complex subunit 1-like	XM_064233310.1
LOC135203569	XP_064089393.1	CCR4-NOT transcription complex subunit 1-like	XM_064233323.1
LOC135205800	XP_064093025.1	uncharacterized protein LOC135205800	XM_064236955.1
LOC135205801	XP_064093026.1	sorbitol dehydrogenase-like	XM_064236956.1
LOC135205799	XP_064093023.1	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase-like	XM_064236953.1
LOC135205803	XP_064093028.1	sorbitol dehydrogenase-like	XM_064236958.1
LOC135205802	XP_064093027.1	uncharacterized protein LOC135205802	XM_064236957.1
LOC135205804	XP_064093029.1	neurofilament heavy polypeptide-like isoform X1	XM_064236959.1
LOC135205804	XP_064093030.1	neurofilament heavy polypeptide-like isoform X2	XM_064236960.1
LOC135204270	XP_064090475.1	SET and MYND domain-containing protein 4-like	XM_064234405.1
LOC135203578	XP_064089405.1	fibroblast growth factor receptor-like 1	XM_064233335.1
LOC135205805	XP_064093031.1	parafibromin-like	XM_064236961.1
LOC135203582	XP_064089416.1	parafibromin-like	XM_064233346.1
LOC135203585	XP_064089430.1	uncharacterized protein LOC135203585	XM_064233360.1
LOC135205807	XP_064093034.1	integrator complex subunit 7-like	XM_064236964.1
LOC135205808	XP_064093035.1	mucin-2-like	XM_064236965.1
LOC135205809	XP_064093036.1	ecdysone-induced protein 74EF-like	XM_064236966.1
LOC135205810	XP_064093037.1	gastrula zinc finger protein XlCGF8.2DB-like	XM_064236967.1
LOC135205810	XP_064093038.1	gastrula zinc finger protein XlCGF8.2DB-like	XM_064236968.1
LOC135203589	XP_064089444.1	collagen, type I, alpha 1b-like	XM_064233374.1
LOC135203594	XP_064089457.1	collagen alpha-2(I) chain-like	XM_064233387.1
LOC135205817	XP_064093087.1	longitudinals lacking protein, isoforms H/M/V-like isoform X45	XM_064237017.1
LOC135205817	XP_064093092.1	longitudinals lacking protein, isoforms H/M/V-like isoform X49	XM_064237022.1
LOC135205817	XP_064093044.1	longitudinals lacking protein, isoforms H/M/V-like isoform X5	XM_064236974.1
LOC135205817	XP_064093077.1	longitudinals lacking protein, isoforms H/M/V-like isoform X35	XM_064237007.1
LOC135205817	XP_064093061.1	longitudinals lacking protein, isoforms H/M/V-like isoform X21	XM_064236991.1
LOC135205817	XP_064093052.1	longitudinals lacking protein, isoforms H/M/V-like isoform X12	XM_064236982.1
LOC135205817	XP_064093078.1	zinc finger protein 513-like isoform X36	XM_064237008.1
LOC135205817	XP_064093072.1	longitudinals lacking protein, isoforms H/M/V-like isoform X31	XM_064237002.1
LOC135205817	XP_064093067.1	longitudinals lacking protein, isoforms H/M/V-like isoform X26	XM_064236997.1
LOC135205817	XP_064093080.1	zinc finger protein 513-like isoform X38	XM_064237010.1
LOC135205817	XP_064093042.1	myeloid zinc finger 1-like isoform X3	XM_064236972.1
LOC135205817	XP_064093040.1	zinc finger protein 513-like isoform X1	XM_064236970.1
LOC135205817	XP_064093060.1	longitudinals lacking protein, isoforms H/M/V-like isoform X20	XM_064236990.1
LOC135205817	XP_064093056.1	zinc finger and BTB domain-containing protein 7C-like isoform X16	XM_064236986.1
LOC135205817	XP_064093043.1	longitudinals lacking protein, isoforms H/M/V-like isoform X4	XM_064236973.1
LOC135205817	XP_064093070.1	longitudinals lacking protein, isoforms H/M/V-like isoform X29	XM_064237000.1
LOC135205817	XP_064093073.1	longitudinals lacking protein, isoforms H/M/V-like isoform X32	XM_064237003.1
LOC135205817	XP_064093079.1	longitudinals lacking protein, isoforms H/M/V-like isoform X37	XM_064237009.1
LOC135205817	XP_064093082.1	longitudinals lacking protein, isoforms H/M/V-like isoform X40	XM_064237012.1
LOC135205817	XP_064093076.1	zinc finger protein 513-like isoform X34	XM_064237006.1
LOC135205817	XP_064093074.1	longitudinals lacking protein, isoforms H/M/V-like isoform X33	XM_064237004.1
LOC135205817	XP_064093046.1	zinc finger protein 316-like isoform X7	XM_064236976.1
LOC135205817	XP_064093068.1	zinc finger protein 513-like isoform X27	XM_064236998.1
LOC135205817	XP_064093083.1	zinc finger protein 513-like isoform X41	XM_064237013.1
LOC135205817	XP_064093084.1	longitudinals lacking protein, isoforms H/M/V-like isoform X42	XM_064237014.1
LOC135205817	XP_064093081.1	longitudinals lacking protein, isoforms H/M/V-like isoform X39	XM_064237011.1
LOC135205817	XP_064093086.1	zinc finger protein 768-like isoform X44	XM_064237016.1
LOC135205817	XP_064093090.1	longitudinals lacking protein, isoforms H/M/V-like isoform X48	XM_064237020.1
LOC135205817	XP_064093085.1	longitudinals lacking protein, isoforms H/M/V-like isoform X43	XM_064237015.1
LOC135205817	XP_064093058.1	longitudinals lacking protein, isoforms H/M/V-like isoform X18	XM_064236988.1
LOC135205817	XP_064093063.1	longitudinals lacking protein, isoforms H/M/V-like isoform X23	XM_064236993.1
LOC135205817	XP_064093088.1	longitudinals lacking protein, isoforms H/M/V-like isoform X46	XM_064237018.1
LOC135205817	XP_064093049.1	longitudinals lacking protein, isoforms H/M/V-like isoform X9	XM_064236979.1
LOC135205817	XP_064093045.1	longitudinals lacking protein, isoforms H/M/V-like isoform X6	XM_064236975.1
LOC135205817	XP_064093055.1	longitudinals lacking protein, isoforms H/M/V-like isoform X15	XM_064236985.1
LOC135205817	XP_064093047.1	longitudinals lacking protein, isoforms H/M/V-like isoform X8	XM_064236977.1
LOC135205817	XP_064093059.1	longitudinals lacking protein, isoforms H/M/V-like isoform X19	XM_064236989.1
LOC135205817	XP_064093050.1	zinc finger protein 513-like isoform X10	XM_064236980.1
LOC135205817	XP_064093041.1	longitudinals lacking protein, isoforms H/M/V-like isoform X2	XM_064236971.1
LOC135205817	XP_064093057.1	longitudinals lacking protein, isoforms H/M/V-like isoform X17	XM_064236987.1
LOC135205817	XP_064093066.1	longitudinals lacking protein, isoforms H/M/V-like isoform X25	XM_064236996.1
LOC135205817	XP_064093065.1	longitudinals lacking protein, isoforms H/M/V-like isoform X24	XM_064236995.1
LOC135205817	XP_064093054.1	zinc finger protein 513-like isoform X14	XM_064236984.1
LOC135205817	XP_064093053.1	zinc finger protein 513-like isoform X13	XM_064236983.1
LOC135205817	XP_064093051.1	zinc finger protein 513-like isoform X11	XM_064236981.1
LOC135205817	XP_064093069.1	longitudinals lacking protein, isoforms H/M/V-like isoform X28	XM_064236999.1
LOC135205817	XP_064093062.1	zinc finger protein 513-like isoform X22	XM_064236992.1
LOC135205817	XP_064093071.1	longitudinals lacking protein, isoforms H/M/V-like isoform X30	XM_064237001.1
LOC135205817	XP_064093089.1	longitudinals lacking protein, isoforms H/M/V-like isoform X47	XM_064237019.1
LOC135203599	XP_064089470.1	uncharacterized protein LOC135203599	XM_064233400.1
LOC135205823	XP_064093093.1	casein kinase I-like isoform X1	XM_064237023.1
LOC135205823	XP_064093094.1	casein kinase I-like isoform X2	XM_064237024.1
LOC135205825	XP_064093095.1	uncharacterized protein LOC135205825	XM_064237025.1
LOC135205827	XP_064093096.1	longitudinals lacking protein, isoforms H/M/V-like isoform X1	XM_064237026.1
LOC135205827	XP_064093098.1	longitudinals lacking protein, isoforms H/M/V-like isoform X2	XM_064237028.1
LOC135205827	XP_064093103.1	longitudinals lacking protein, isoforms H/M/V-like isoform X6	XM_064237033.1
LOC135205827	XP_064093106.1	zinc finger protein 316-like isoform X9	XM_064237036.1
LOC135205827	XP_064093109.1	longitudinals lacking protein, isoforms H/M/V-like isoform X11	XM_064237039.1
LOC135205827	XP_064093107.1	zinc finger protein 513-like isoform X10	XM_064237037.1
LOC135205827	XP_064093104.1	longitudinals lacking protein, isoforms H/M/V-like isoform X7	XM_064237034.1
LOC135205827	XP_064093101.1	longitudinals lacking protein, isoforms H/M/V-like isoform X4	XM_064237031.1
LOC135205827	XP_064093105.1	longitudinals lacking protein, isoforms H/M/V-like isoform X8	XM_064237035.1
LOC135205827	XP_064093099.1	longitudinals lacking protein, isoforms H/M/V-like isoform X3	XM_064237029.1
LOC135205827	XP_064093100.1	longitudinals lacking protein, isoforms H/M/V-like isoform X3	XM_064237030.1
LOC135205827	XP_064093102.1	longitudinals lacking protein, isoforms H/M/V-like isoform X5	XM_064237032.1
LOC135205827	XP_064093117.1	longitudinals lacking protein, isoforms H/M/V-like isoform X19	XM_064237047.1
LOC135205827	XP_064093121.1	longitudinals lacking protein, isoforms H/M/V-like isoform X22	XM_064237051.1
LOC135205827	XP_064093118.1	longitudinals lacking protein, isoforms H/M/V-like isoform X20	XM_064237048.1
LOC135205827	XP_064093125.1	longitudinals lacking protein, isoforms H/M/V-like isoform X26	XM_064237055.1
LOC135205827	XP_064093120.1	longitudinals lacking protein, isoforms H/M/V-like isoform X21	XM_064237050.1
LOC135205827	XP_064093122.1	longitudinals lacking protein, isoforms H/M/V-like isoform X23	XM_064237052.1
LOC135205827	XP_064093113.1	protein abrupt-like isoform X15	XM_064237043.1
LOC135205827	XP_064093123.1	longitudinals lacking protein, isoforms H/M/V-like isoform X24	XM_064237053.1
LOC135205827	XP_064093114.1	longitudinals lacking protein, isoforms H/M/V-like isoform X16	XM_064237044.1
LOC135205827	XP_064093111.1	longitudinals lacking protein, isoforms H/M/V-like isoform X13	XM_064237041.1
LOC135205827	XP_064093112.1	longitudinals lacking protein, isoforms H/M/V-like isoform X14	XM_064237042.1
LOC135205827	XP_064093116.1	longitudinals lacking protein, isoforms H/M/V-like isoform X18	XM_064237046.1
LOC135205827	XP_064093115.1	longitudinals lacking protein, isoforms H/M/V-like isoform X17	XM_064237045.1
LOC135205827	XP_064093110.1	longitudinals lacking protein, isoforms H/M/V-like isoform X12	XM_064237040.1
LOC135205827	XP_064093137.1	longitudinals lacking protein, isoforms H/M/V-like isoform X34	XM_064237067.1
LOC135205827	XP_064093133.1	longitudinals lacking protein, isoforms H/M/V-like isoform X31	XM_064237063.1
LOC135205827	XP_064093126.1	longitudinals lacking protein, isoforms H/M/V-like isoform X27	XM_064237056.1
LOC135205827	XP_064093136.1	longitudinals lacking protein, isoforms H/M/V-like isoform X33	XM_064237066.1
LOC135205827	XP_064093135.1	longitudinals lacking protein, isoforms H/M/V-like isoform X32	XM_064237065.1
LOC135205827	XP_064093134.1	longitudinals lacking protein, isoforms H/M/V-like isoform X32	XM_064237064.1
LOC135205827	XP_064093132.1	longitudinals lacking protein, isoforms H/M/V-like isoform X30	XM_064237062.1
LOC135205827	XP_064093131.1	longitudinals lacking protein, isoforms H/M/V-like isoform X29	XM_064237061.1
LOC135205827	XP_064093129.1	longitudinals lacking protein, isoforms H/M/V-like isoform X29	XM_064237059.1
LOC135205827	XP_064093127.1	longitudinals lacking protein, isoforms H/M/V-like isoform X28	XM_064237057.1
LOC135205827	XP_064093128.1	longitudinals lacking protein, isoforms H/M/V-like isoform X28	XM_064237058.1
LOC135205827	XP_064093124.1	longitudinals lacking protein, isoforms H/M/V-like isoform X25	XM_064237054.1
LOC135205828	XP_064093138.1	protein abrupt-like isoform X1	XM_064237068.1
LOC135205828	XP_064093142.1	longitudinals lacking protein, isoforms H/M/V-like isoform X3	XM_064237072.1
LOC135205828	XP_064093148.1	longitudinals lacking protein, isoforms H/M/V-like isoform X8	XM_064237078.1
LOC135205828	XP_064093144.1	protein abrupt-like isoform X5	XM_064237074.1
LOC135205828	XP_064093145.1	longitudinals lacking protein, isoforms H/M/V-like isoform X6	XM_064237075.1
LOC135205828	XP_064093147.1	longitudinals lacking protein-like isoform X7	XM_064237077.1
LOC135205828	XP_064093143.1	protein tramtrack, beta isoform-like isoform X4	XM_064237073.1
LOC135205828	XP_064093141.1	protein abrupt-like isoform X2	XM_064237071.1
LOC135205828	XP_064093139.1	protein abrupt-like isoform X1	XM_064237069.1
LOC135203604	XP_064089484.1	integrator complex subunit 7-like	XM_064233414.1
LOC135205829	XP_064093149.1	catalase-like	XM_064237079.1
LOC135203607	XP_064089499.1	uncharacterized protein LOC135203607	XM_064233429.1
LOC135205830	XP_064093150.1	LOW QUALITY PROTEIN: zinc finger protein 184-like	XM_064237080.1
LOC135204318	XP_064090571.1	glycine-rich protein 1-like	XM_064234501.1
LOC135204327	XP_064090582.1	glycine, alanine and asparagine-rich protein-like	XM_064234512.1
LOC135204332	XP_064090595.1	glycine-rich protein 1-like	XM_064234525.1
LOC135204342	XP_064090603.1	glycine, alanine and asparagine-rich protein-like	XM_064234533.1
LOC135204349	XP_064090616.1	glycine, alanine and asparagine-rich protein-like	XM_064234546.1
LOC135204354	XP_064090630.1	glycine, alanine and asparagine-rich protein-like	XM_064234560.1
LOC135205833	XP_064093154.1	spidroin-1-like	XM_064237084.1
LOC135205832	XP_064093153.1	glycine, alanine and asparagine-rich protein-like	XM_064237083.1
LOC135205831	XP_064093152.1	transcription initiation factor TFIID subunit 8-like	XM_064237082.1
LOC135203619	XP_064089524.1	26S proteasome non-ATPase regulatory subunit 13-like	XM_064233454.1
LOC135203627	XP_064089536.1	uncharacterized protein LOC135203627	XM_064233466.1
LOC135205834	XP_064093155.1	small ribosomal subunit protein uS19-like	XM_064237085.1
LOC135205835	XP_064093156.1	equilibrative nucleoside transporter 1-like	XM_064237086.1
LOC135205835	XP_064093158.1	equilibrative nucleoside transporter 1-like	XM_064237088.1
LOC135205835	XP_064093157.1	equilibrative nucleoside transporter 1-like	XM_064237087.1
LOC135205836	XP_064093160.1	equilibrative nucleoside transporter 1-like	XM_064237090.1
LOC135203636	XP_064089546.1	Bardet-Biedl syndrome 2 protein homolog	XM_064233476.1
LOC135205837	XP_064093161.1	Bardet-Biedl syndrome 2 protein homolog	XM_064237091.1
LOC135205838	XP_064093162.1	carotenoid-cleaving dioxygenase, mitochondrial-like	XM_064237092.1
LOC135205839	XP_064093163.1	zinc finger protein 595-like	XM_064237093.1
LOC135205841	XP_064093166.1	S-formylglutathione hydrolase-like isoform X2	XM_064237096.1
LOC135205841	XP_064093165.1	S-formylglutathione hydrolase-like isoform X1	XM_064237095.1
LOC135205841	XP_064093168.1	S-formylglutathione hydrolase-like isoform X3	XM_064237098.1
LOC135204575	XP_064090801.1	uncharacterized protein LOC135204575	XM_064234731.1
LOC135203642	XP_064089559.1	basic proline-rich protein-like	XM_064233489.1
LOC135199235	XP_064083172.1	acyl-coenzyme A diphosphatase NUDT19-like	XM_064227102.1
LOC135199236	XP_064083175.1	LOW QUALITY PROTEIN: intraflagellar transport protein 56-like	XM_064227105.1
LOC135199119	XP_064083108.1	protein fem-1 homolog C-like	XM_064227038.1
LOC135199237	XP_064083176.1	uncharacterized protein LOC135199237 isoform X1	XM_064227106.1
LOC135199237	XP_064083177.1	SUN domain-containing ossification factor-like isoform X2	XM_064227107.1
LOC135199238	XP_064083178.1	protein phosphatase PTC7 homolog	XM_064227108.1
LOC135199239	XP_064083179.1	uncharacterized protein LOC135199239	XM_064227109.1
LOC135199239	XP_064083180.1	uncharacterized protein LOC135199239	XM_064227110.1
LOC135198946	XP_064082934.1	uncharacterized protein LOC135198946	XM_064226864.1
LOC135199242	XP_064083183.1	transcription initiation factor IIE subunit beta-like	XM_064227113.1
LOC135199240	XP_064083182.1	exportin-2-like	XM_064227112.1
LOC135199240	XP_064083181.1	exportin-2-like	XM_064227111.1
LOC135199243	XP_064083185.1	uncharacterized protein LOC135199243	XM_064227115.1
LOC135199243	XP_064083184.1	uncharacterized protein LOC135199243	XM_064227114.1
LOC135199244	XP_064083190.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227120.1
LOC135199244	XP_064083188.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227118.1
LOC135199244	XP_064083194.1	probable G-protein coupled receptor Mth-like 1 isoform X3	XM_064227124.1
LOC135199244	XP_064083192.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227122.1
LOC135199244	XP_064083191.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227121.1
LOC135199244	XP_064083187.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227117.1
LOC135199244	XP_064083193.1	G-protein coupled receptor Mth2-like isoform X2	XM_064227123.1
LOC135199244	XP_064083189.1	G-protein coupled receptor Mth2-like isoform X1	XM_064227119.1
LOC135199245	XP_064083196.1	organic cation transporter protein-like isoform X2	XM_064227126.1
LOC135199245	XP_064083199.1	organic cation transporter protein-like isoform X2	XM_064227129.1
LOC135199245	XP_064083197.1	organic cation transporter protein-like isoform X2	XM_064227127.1
LOC135199245	XP_064083195.1	organic cation transporter protein-like isoform X1	XM_064227125.1
LOC135199245	XP_064083200.1	organic cation transporter protein-like isoform X2	XM_064227130.1
LOC135199245	XP_064083198.1	organic cation transporter protein-like isoform X2	XM_064227128.1
LOC135199247	XP_064083202.1	uncharacterized protein LOC135199247	XM_064227132.1
LOC135199248	XP_064083203.1	mRNA cap guanine-N7 methyltransferase-like	XM_064227133.1
LOC135199120	XP_064083110.1	uncharacterized protein LOC135199120 isoform X2	XM_064227040.1
LOC135199120	XP_064083109.1	uncharacterized protein LOC135199120 isoform X1	XM_064227039.1
LOC135199252	XP_064083207.1	uncharacterized protein LOC135199252 isoform X1	XM_064227137.1
LOC135199252	XP_064083211.1	uncharacterized protein LOC135199252 isoform X3	XM_064227141.1
LOC135199252	XP_064083210.1	uncharacterized protein LOC135199252 isoform X3	XM_064227140.1
LOC135199252	XP_064083209.1	uncharacterized protein LOC135199252 isoform X2	XM_064227139.1
LOC135199250	XP_064083204.1	uncharacterized protein LOC135199250 isoform X1	XM_064227134.1
LOC135199250	XP_064083206.1	uncharacterized protein LOC135199250 isoform X2	XM_064227136.1
LOC135199250	XP_064083205.1	uncharacterized protein LOC135199250 isoform X2	XM_064227135.1
LOC135199253	XP_064083212.1	GRIP and coiled-coil domain-containing protein 1-like	XM_064227142.1
LOC135199254	XP_064083213.1	zinc finger protein 501-like	XM_064227143.1
LOC135198947	XP_064082936.1	uncharacterized protein LOC135198947	XM_064226866.1
LOC135198948	XP_064082937.1	gastrula zinc finger protein XlCGF49.1-like	XM_064226867.1
LOC135198949	XP_064082938.1	zinc finger protein 300-like	XM_064226868.1
LOC135198950	XP_064082939.1	zinc finger protein 260-like	XM_064226869.1
LOC135198951	XP_064082940.1	uncharacterized protein LOC135198951	XM_064226870.1
LOC135199256	XP_064083215.1	uncharacterized protein LOC135199256	XM_064227145.1
LOC135199256	XP_064083214.1	uncharacterized protein LOC135199256	XM_064227144.1
LOC135198953	XP_064082941.1	zinc finger protein 239-like	XM_064226871.1
LOC135198954	XP_064082942.1	oocyte zinc finger protein XlCOF19-like	XM_064226872.1
LOC135198955	XP_064082944.1	uncharacterized protein LOC135198955	XM_064226874.1
LOC135199258	XP_064083216.1	latent-transforming growth factor beta-binding protein 1-like	XM_064227146.1
LOC135199260	XP_064083217.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227147.1
LOC135199260	XP_064083219.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227149.1
LOC135198956	XP_064082945.1	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	XM_064226875.1
LOC135198957	XP_064082946.1	uncharacterized protein K02A2.6-like	XM_064226876.1
LOC135198958	XP_064082947.1	uncharacterized protein LOC135198958	XM_064226877.1
LOC135198959	XP_064082948.1	zinc finger protein OZF-like	XM_064226878.1
LOC135198960	XP_064082950.1	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	XM_064226880.1
LOC135198961	XP_064082951.1	uncharacterized protein LOC135198961	XM_064226881.1
LOC135198962	XP_064082952.1	cuticle protein 16.5-like	XM_064226882.1
LOC135198963	XP_064082953.1	uncharacterized protein LOC135198963	XM_064226883.1
LOC135198964	XP_064082954.1	guanylate kinase-associated protein mars-like	XM_064226884.1
LOC135198965	XP_064082955.1	uncharacterized protein LOC135198965	XM_064226885.1
LOC135198967	XP_064082956.1	uncharacterized protein K02A2.6-like	XM_064226886.1
LOC135198968	XP_064082957.1	uncharacterized protein LOC135198968	XM_064226887.1
LOC135199129	XP_064083113.1	uncharacterized protein LOC135199129	XM_064227043.1
LOC135199130	XP_064083114.1	polypyrimidine tract-binding protein 1-like	XM_064227044.1
LOC135199264	XP_064083222.1	polypyrimidine tract-binding protein 3-like	XM_064227152.1
LOC135199264	XP_064083220.1	polypyrimidine tract-binding protein 3-like	XM_064227150.1
LOC135199264	XP_064083221.1	polypyrimidine tract-binding protein 3-like	XM_064227151.1
LOC135198969	XP_064082958.1	golgin subfamily A member 6-like protein 7	XM_064226888.1
LOC135198970	XP_064082960.1	disks large-associated protein 4-like	XM_064226890.1
LOC135198971	XP_064082961.1	disks large-associated protein 4-like	XM_064226891.1
LOC135198972	XP_064082962.1	trichohyalin-like	XM_064226892.1
LOC135199133	XP_064083115.1	uncharacterized protein LOC135199133	XM_064227045.1
LOC135198973	XP_064082963.1	uncharacterized protein LOC135198973	XM_064226893.1
LOC135198974	XP_064082964.1	trichohyalin-like	XM_064226894.1
LOC135199136	XP_064083117.1	E3 ubiquitin-protein ligase trim-21-like	XM_064227047.1
LOC135199267	XP_064083230.1	uncharacterized protein LOC135199267 isoform X7	XM_064227160.1
LOC135199267	XP_064083231.1	uncharacterized protein LOC135199267 isoform X8	XM_064227161.1
LOC135199267	XP_064083227.1	uncharacterized protein LOC135199267 isoform X4	XM_064227157.1
LOC135199267	XP_064083228.1	uncharacterized protein LOC135199267 isoform X5	XM_064227158.1
LOC135199267	XP_064083229.1	uncharacterized protein LOC135199267 isoform X6	XM_064227159.1
LOC135199267	XP_064083226.1	uncharacterized protein LOC135199267 isoform X3	XM_064227156.1
LOC135199267	XP_064083225.1	uncharacterized protein LOC135199267 isoform X2	XM_064227155.1
LOC135199267	XP_064083223.1	uncharacterized protein LOC135199267 isoform X1	XM_064227153.1
LOC135198975	XP_064082965.1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2-like	XM_064226895.1
LOC135199138	XP_064083118.1	golgin subfamily A member 6-like protein 24	XM_064227048.1
LOC135198977	XP_064082966.1	uncharacterized protein LOC135198977	XM_064226896.1
LOC135199273	XP_064083238.1	blastula protease 10-like isoform X4	XM_064227168.1
LOC135199273	XP_064083237.1	blastula protease 10-like isoform X3	XM_064227167.1
LOC135199273	XP_064083236.1	blastula protease 10-like isoform X2	XM_064227166.1
LOC135199273	XP_064083235.1	blastula protease 10-like isoform X1	XM_064227165.1
LOC135199274	XP_064083239.1	uncharacterized protein LOC135199274	XM_064227169.1
LOC135199277	XP_064083240.1	LOW QUALITY PROTEIN: zinc finger protein 585B-like	XM_064227170.1
LOC135199279	XP_064083245.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227175.1
LOC135199279	XP_064083244.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227174.1
LOC135199279	XP_064083247.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227177.1
LOC135199279	XP_064083242.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227172.1
LOC135199279	XP_064083246.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227176.1
LOC135199280	XP_064083249.1	zinc finger protein 436-like	XM_064227179.1
LOC135199280	XP_064083251.1	zinc finger protein 436-like	XM_064227181.1
LOC135199280	XP_064083248.1	zinc finger protein 436-like	XM_064227178.1
LOC135199280	XP_064083250.1	zinc finger protein 436-like	XM_064227180.1
LOC135198980	XP_064082968.1	uncharacterized protein LOC135198980	XM_064226898.1
LOC135199149	XP_064083121.1	uncharacterized protein LOC135199149 isoform X2	XM_064227051.1
LOC135199149	XP_064083120.1	uncharacterized protein LOC135199149 isoform X1	XM_064227050.1
LOC135199278	XP_064083241.1	gastrula zinc finger protein XlCGF17.1-like	XM_064227171.1
LOC135199151	XP_064083123.1	protein kinase C-binding protein NELL1-like isoform X2	XM_064227053.1
LOC135199151	XP_064083124.1	protein kinase C-binding protein NELL1-like isoform X3	XM_064227054.1
LOC135199151	XP_064083122.1	protein kinase C-binding protein NELL1-like isoform X1	XM_064227052.1
LOC135199282	XP_064083252.1	uncharacterized protein LOC135199282 isoform X1	XM_064227182.1
LOC135199282	XP_064083254.1	cubilin-like isoform X3	XM_064227184.1
LOC135199282	XP_064083258.1	cubilin-like isoform X6	XM_064227188.1
LOC135199282	XP_064083261.1	nidogen-2-like isoform X9	XM_064227191.1
LOC135199282	XP_064083257.1	nidogen-like isoform X5	XM_064227187.1
LOC135199282	XP_064083259.1	uncharacterized protein LOC135199282 isoform X7	XM_064227189.1
LOC135199282	XP_064083255.1	cubilin-like isoform X4	XM_064227185.1
LOC135199282	XP_064083253.1	cubilin-like isoform X2	XM_064227183.1
LOC135199282	XP_064083260.1	nidogen-2-like isoform X8	XM_064227190.1
LOC135199283	XP_064083262.1	uncharacterized protein LOC135199283	XM_064227192.1
LOC135199152	XP_064083126.1	putative per-hexamer repeat protein 5	XM_064227056.1
LOC135198981	XP_064082969.1	pregnancy zone protein-like	XM_064226899.1
LOC135199289	XP_064083263.1	uncharacterized protein LOC135199289	XM_064227193.1
LOC135198983	XP_064082970.1	LOW QUALITY PROTEIN: murinoglobulin-1-like	XM_064226900.1
LOC135198985	XP_064082971.1	alpha-2-macroglobulin-like	XM_064226901.1
LOC135198986	XP_064082972.1	CD109 antigen-like	XM_064226902.1
LOC135198987	XP_064082973.1	complement C5-like	XM_064226903.1
LOC135198988	XP_064082975.1	serine/arginine-rich splicing factor 1-like	XM_064226905.1
LOC135198989	XP_064082976.1	uncharacterized protein LOC135198989	XM_064226906.1
LOC135198990	XP_064082977.1	uncharacterized protein LOC135198990	XM_064226907.1
LOC135199290	XP_064083264.1	gastrula zinc finger protein XlCGF7.1-like	XM_064227194.1
